id,name,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
6438,Jackson Junction,Winneshiek County,IA,Iowa,52171,City,43.11497,-92.03239,563,57,29,44271,15517098,0,America/Chicago
6439,Jacksonville,Shelby County,IA,Iowa,51537,CDP,41.64527,-95.14999,712,58,33,21250,254715,0,America/Chicago
6440,Jamaica,Guthrie County,IA,Iowa,50128,City,41.8461,-94.30969,641,220,89,38393,1181006,0,America/Chicago
6441,Janesville,Black Hawk County/Bremer County,IA,Iowa,50647,City,42.64581,-92.4624,319,947,402,48864,3717978,140345,America/Chicago
6442,Jefferson,Greene County,IA,Iowa,50129,City,42.01526,-94.37747,515,4276,1968,44310,15456653,99594,America/Chicago
6443,Jesup,Black Hawk County/Buchanan County,IA,Iowa,50648,City,42.47447,-92.0659,319,2649,1024,57241,4798682,0,America/Chicago
6444,Jewell Junction,Hamilton County,IA,Iowa,50130,City,42.31015,-93.63875,515,1177,429,55568,10034798,318307,America/Chicago
6445,Johnston,Polk County,IA,Iowa,50131,City,41.67304,-93.69772,515,20359,6730,93571,44348451,3120246,America/Chicago
6446,Joice,Worth County,IA,Iowa,50446,City,43.36273,-93.45382,641,224,110,43571,2592311,0,America/Chicago
6447,Jolley,Calhoun County,IA,Iowa,50551,City,42.47887,-94.71887,712,27,14,27500,296809,0,America/Chicago
6448,Kalona,Washington County,IA,Iowa,52247,City,41.48307,-91.706,319,2479,1207,42431,5576674,0,America/Chicago
6449,Kamrar,Hamilton County,IA,Iowa,50132,City,42.3922,-93.72938,515,193,97,37292,2215180,0,America/Chicago
6450,Kanawha,Hancock County,IA,Iowa,50447,City,42.93774,-93.79327,641,626,319,33229,5200140,0,America/Chicago
6451,Kellerton,Ringgold County,IA,Iowa,50133,City,40.71083,-94.04995,641,311,144,36667,1710333,18137,America/Chicago
6452,Kelley,Story County,IA,Iowa,50134,City,41.95054,-93.66522,515,307,126,68125,1771975,0,America/Chicago
6453,Kellogg,Jasper County,IA,Iowa,50135,City,41.71805,-92.90742,641,595,285,50417,946046,0,America/Chicago
6454,Kensett,Worth County,IA,Iowa,50448,City,43.35357,-93.21048,641,269,129,32969,3968010,0,America/Chicago
6455,Kent,Union County,IA,Iowa,50851,CDP,40.95249,-94.45441,641,48,20,40893,1267521,0,America/Chicago
6456,Keokuk,Lee County,IA,Iowa,52632,City,40.39727,-91.38487,319,10692,4383,34466,23655243,3756159,America/Chicago
6457,Keomah Village,Mahaska County,IA,Iowa,52577,City,41.28834,-92.53658,641,84,40,70625,86727,0,America/Chicago
6458,Keosauqua,Van Buren County,IA,Iowa,52565,City,40.73031,-91.96239,319,995,465,42083,3746503,320161,America/Chicago
6459,Keota,Keokuk County/Washington County,IA,Iowa,52248,City,41.36543,-91.95336,641,980,405,45486,1915951,0,America/Chicago
6460,Keswick,Keokuk County,IA,Iowa,50136,City,41.45251,-92.23935,319,241,92,53750,1123364,0,America/Chicago
6461,Keystone,Benton County,IA,Iowa,52249,City,41.99833,-92.19741,319,607,273,58036,1169172,0,America/Chicago
6462,Kimballton,Audubon County,IA,Iowa,51543,City,41.6286,-95.07305,712,301,138,34063,1987376,0,America/Chicago
6463,Kingsley,Plymouth County,IA,Iowa,51028,City,42.58832,-95.96752,712,1407,538,55469,4163343,0,America/Chicago
6464,Kinross,Keokuk County,IA,Iowa,52335,City,41.46084,-91.98684,319,72,31,37969,512140,0,America/Chicago
6465,Kirkman,Shelby County,IA,Iowa,51447,City,41.7286,-95.26527,712,63,38,35833,730244,0,America/Chicago
6466,Kirkville,Wapello County,IA,Iowa,52566,City,41.14557,-92.50408,641,171,65,51042,1444641,0,America/Chicago
6467,Kiron,Crawford County,IA,Iowa,51448,City,42.19554,-95.32777,712,280,123,41250,539665,0,America/Chicago
6468,Klemme,Hancock County,IA,Iowa,50449,City,43.00691,-93.60299,641,487,227,36394,1315790,0,America/Chicago
6469,Knierim,Calhoun County,IA,Iowa,50563,City,42.45553,-94.45692,515,60,33,51250,2604920,0,America/Chicago
6470,Knoxville,Marion County,IA,Iowa,50138,City,41.32083,-93.10937,641,7244,3035,41958,11984129,0,America/Chicago
6471,Lacona,Warren County,IA,Iowa,50139,City,41.18972,-93.38299,641,361,166,35682,942273,0,America/Chicago
6472,Ladora,Iowa County,IA,Iowa,52251,City,41.75472,-92.18352,319,283,104,35000,786575,0,America/Chicago
6473,Lake City,Calhoun County,IA,Iowa,51449,City,42.26748,-94.73387,712,1677,764,37262,12462056,0,America/Chicago
6474,Lake Mills,Winnebago County,IA,Iowa,50450,City,43.4194,-93.53327,641,2056,942,36544,6984447,67118,America/Chicago
6475,Lake Panorama,Guthrie County,IA,Iowa,50216,CDP,41.71105,-94.39059,641,1132,511,89375,17140578,4335914,America/Chicago
6476,Lake Park,Dickinson County,IA,Iowa,51347,City,43.45552,-95.32083,712,1128,517,53646,4025057,159520,America/Chicago
6477,Lakeside,Buena Vista County,IA,Iowa,50588,City,42.62137,-95.17333,712,709,264,60000,594584,0,America/Chicago
6478,Lake View,Sac County,IA,Iowa,51450,City,42.302,-95.03576,712,1124,641,44455,5494624,745243,America/Chicago
6479,Lakota,Kossuth County,IA,Iowa,50451,City,43.37718,-94.09385,515,288,120,27083,1884932,0,America/Chicago
6480,Lambs Grove,Jasper County,IA,Iowa,50208,City,41.70305,-93.07937,641,172,80,69375,265202,0,America/Chicago
6481,Lamoni,Decatur County,IA,Iowa,50140,City,40.62278,-93.93412,641,2404,786,33278,8657109,250243,America/Chicago
6482,Lamont,Buchanan County,IA,Iowa,50650,City,42.5986,-91.6421,563,458,178,42321,1511392,0,America/Chicago
6483,La Motte,Jackson County,IA,Iowa,52054,City,42.29585,-90.62096,563,254,92,56250,1184475,0,America/Chicago
6484,Lanesboro,Carroll County,IA,Iowa,51451,City,42.18443,-94.69137,712,116,48,31250,1923588,25917,America/Chicago
6485,Lansing,Allamakee County,IA,Iowa,52151,City,43.3622,-91.21652,563,962,434,33913,2788238,270341,America/Chicago
6486,La Porte City,Black Hawk County,IA,Iowa,50651,City,42.31499,-92.19213,319,2290,984,52083,6613462,170402,America/Chicago
6487,Larchwood,Lyon County,IA,Iowa,51241,City,43.45359,-96.43421,712,873,357,54875,2571774,0,America/Chicago
6488,Larrabee,Cherokee County,IA,Iowa,51029,City,42.86081,-95.54528,712,136,59,37321,337301,0,America/Chicago
6489,Latimer,Franklin County,IA,Iowa,50452,City,42.76331,-93.36826,641,490,207,44750,6213519,0,America/Chicago
6490,Laurel,Marshall County,IA,Iowa,50141,City,41.88416,-92.92214,641,242,112,40000,650047,0,America/Chicago
6491,Laurens,Pocahontas County,IA,Iowa,50554,City,42.84664,-94.85193,712,1227,578,35000,1896013,0,America/Chicago
6492,Lawler,Chickasaw County,IA,Iowa,52154,City,43.07053,-92.15017,563,426,189,44327,2289124,30081,America/Chicago
6493,Lawton,Woodbury County,IA,Iowa,51030,City,42.4786,-96.18391,712,947,347,61964,1848495,0,America/Chicago
6494,Leando,Van Buren County,IA,Iowa,52551,CDP,40.83363,-92.08879,641,74,33,42375,5078663,228377,America/Chicago
6495,Le Claire,Scott County,IA,Iowa,52753,City,41.59864,-90.34346,563,3929,1632,74012,12093764,511946,America/Chicago
6496,Ledyard,Kossuth County,IA,Iowa,50556,City,43.42162,-94.16218,515,127,56,31250,857585,0,America/Chicago
6497,Le Grand,Marshall County/Tama County,IA,Iowa,50142,City,42.00625,-92.77506,641,944,387,57031,2700113,18831,America/Chicago
6498,Lehigh,Webster County,IA,Iowa,50557,City,42.35997,-94.05218,515,397,242,26750,5415497,155121,America/Chicago
6499,Leighton,Mahaska County,IA,Iowa,50143,City,41.33722,-92.78714,641,162,70,46875,246200,0,America/Chicago
6500,Leland,Winnebago County,IA,Iowa,50453,City,43.33718,-93.63522,641,284,128,38077,3440178,81554,America/Chicago
6501,Le Mars,Plymouth County,IA,Iowa,51031,City,42.79416,-96.16558,712,9764,4094,52348,23285842,22701,America/Chicago
6502,Lenox,Taylor County/Adams County,IA,Iowa,50851,City,40.88318,-94.55865,641,1370,611,38875,5125783,211638,America/Chicago
6503,Leon,Decatur County,IA,Iowa,50144,City,40.73972,-93.74772,641,1909,794,31667,8216621,22454,America/Chicago
6504,Le Roy,Decatur County,IA,Iowa,50103,City,40.87778,-93.59272,641,14,2,34571,853677,0,America/Chicago
6505,Lester,Lyon County,IA,Iowa,51242,City,43.4447,-96.33309,712,290,117,57188,4720356,0,America/Chicago
6506,Letts,Louisa County,IA,Iowa,52754,City,41.32836,-91.2371,319,376,153,38125,1517544,0,America/Chicago
6507,Lewis,Cass County,IA,Iowa,51544,City,41.30582,-95.08332,712,415,192,39167,1295385,0,America/Chicago
6508,Libertyville,Jefferson County,IA,Iowa,52567,City,40.95752,-92.05129,641,327,157,47083,1262618,0,America/Chicago
6509,Lidderdale,Carroll County,IA,Iowa,51401,City,42.12443,-94.78304,712,177,63,47813,6255311,0,America/Chicago
6510,Lime Springs,Howard County,IA,Iowa,52155,City,43.44886,-92.28073,563,492,219,34922,2637057,0,America/Chicago
6511,Lincoln,Tama County,IA,Iowa,50652,City,42.26276,-92.69187,641,158,68,35000,1189602,0,America/Chicago
6512,Linden,Dallas County,IA,Iowa,50146,City,41.64443,-94.26913,641,212,78,47083,2074764,0,America/Chicago
6513,Lineville,Wayne County,IA,Iowa,50147,City,40.5814,-93.52383,641,219,106,25500,2320405,0,America/Chicago
6514,Linn Grove,Buena Vista County,IA,Iowa,51033,City,42.89164,-95.24666,712,155,75,33542,1445854,66340,America/Chicago
6515,Lisbon,Linn County,IA,Iowa,52253,City,41.92112,-91.38545,319,2184,752,60208,5547618,0,America/Chicago
6516,Liscomb,Marshall County,IA,Iowa,50148,City,42.18999,-93.00381,641,305,114,42500,2546144,0,America/Chicago
6517,Little Cedar,Mitchell County,IA,Iowa,50454,CDP,43.38025,-92.72574,641,50,31,28304,4583683,0,America/Chicago
6518,Little Rock,Lyon County,IA,Iowa,51243,City,43.44414,-95.88335,712,444,202,51667,2079211,0,America/Chicago
6519,Little Sioux,Harrison County,IA,Iowa,51545,City,41.80943,-96.02112,712,163,71,29750,961699,0,America/Chicago
6520,Livermore,Humboldt County,IA,Iowa,50558,City,42.86858,-94.18524,515,370,183,43958,1813318,0,America/Chicago
6521,Lockridge,Jefferson County,IA,Iowa,52635,City,40.99475,-91.74822,319,279,110,35000,1939695,0,America/Chicago
6522,Logan,Harrison County,IA,Iowa,51546,City,41.64305,-95.7889,712,1474,577,54583,2598410,0,America/Chicago
6523,Lohrville,Calhoun County,IA,Iowa,51453,City,42.27026,-94.54859,712,354,206,46250,5551013,0,America/Chicago
6524,Lone Rock,Kossuth County,IA,Iowa,50559,City,43.21857,-94.32691,515,143,82,36429,305965,0,America/Chicago
6525,Lone Tree,Johnson County,IA,Iowa,52755,City,41.48808,-91.42599,319,1408,568,58571,2699486,0,America/Chicago
6526,Long Grove,Scott County,IA,Iowa,52756,City,41.69753,-90.58264,563,840,282,97083,2986646,0,America/Chicago
6527,Lorimor,Union County,IA,Iowa,50149,City,41.12832,-94.05328,641,355,187,33750,981304,0,America/Chicago
6528,Lost Nation,Clinton County,IA,Iowa,52254,City,41.96391,-90.81764,563,429,175,36806,1645453,0,America/Chicago
6529,Loveland,Pottawattamie County,IA,Iowa,51555,CDP,41.49722,-95.89001,712,37,17,61997,163941,0,America/Chicago
6530,Lovilia,Monroe County,IA,Iowa,50150,City,41.13584,-92.90409,641,532,221,37321,1301034,0,America/Chicago
6531,Lowden,Cedar County,IA,Iowa,52255,City,41.85752,-90.9282,563,774,371,36705,2646311,0,America/Chicago
6532,Low Moor,Clinton County,IA,Iowa,52757,City,41.8017,-90.35485,563,281,66,48333,1203077,0,America/Chicago
6533,Luana,Clayton County,IA,Iowa,52156,City,43.06026,-91.45403,563,275,136,42500,2725269,0,America/Chicago
6534,Lucas,Lucas County,IA,Iowa,50151,City,41.02833,-93.45993,641,213,85,29375,2500615,23342,America/Chicago
6535,Luther,Boone County,IA,Iowa,50156,City,41.96776,-93.81884,515,122,99,33750,2006052,0,America/Chicago
6536,Lu Verne,Kossuth County/Humboldt County,IA,Iowa,50560,City,42.90923,-94.08363,515,256,101,33125,5853689,0,America/Chicago
6537,Luxemburg,Dubuque County,IA,Iowa,52065,City,42.60277,-91.07402,563,252,86,53571,1223750,0,America/Chicago
6538,Luzerne,Benton County,IA,Iowa,52257,City,41.89805,-92.17991,319,95,32,52500,314786,0,America/Chicago
6539,Lynnville,Jasper County,IA,Iowa,50153,City,41.5775,-92.78353,641,391,200,62857,2862035,0,America/Chicago
6540,Lytton,Calhoun County/Sac County,IA,Iowa,50561,City,42.4233,-94.8605,712,304,144,56500,513543,0,America/Chicago
6541,Macedonia,Pottawattamie County,IA,Iowa,51549,City,41.19277,-95.42556,712,244,141,51250,852300,0,America/Chicago
6542,Macksburg,Madison County,IA,Iowa,50155,City,41.21471,-94.18523,641,110,75,56875,5147366,0,America/Chicago
6543,Madrid,Boone County,IA,Iowa,50156,City,41.87665,-93.82328,515,2553,1014,51500,3079192,0,America/Chicago
6544,Magnolia,Harrison County,IA,Iowa,51550,City,41.69582,-95.87668,712,175,56,60833,1471706,0,America/Chicago
6545,Maharishi Vedic City,Jefferson County,IA,Iowa,52556,City,41.05252,-91.9949,641,1300,99,60703,8700834,0,America/Chicago
6546,Malcom,Poweshiek County,IA,Iowa,50157,City,41.70833,-92.55908,641,283,147,41458,1583600,0,America/Chicago
6547,Mallard,Palo Alto County,IA,Iowa,50562,City,42.93636,-94.6822,712,266,175,32228,1050430,0,America/Chicago
6548,Maloy,Ringgold County,IA,Iowa,50836,City,40.67443,-94.41218,641,29,10,56667,1594317,11439,America/Chicago
6549,Malvern,Mills County,IA,Iowa,51551,City,41.00278,-95.58528,712,1118,362,65714,3091528,0,America/Chicago
6550,Manchester,Delaware County,IA,Iowa,52057,City,42.48415,-91.45543,563,5087,2141,45451,12565418,39279,America/Chicago
6551,Manilla,Crawford County,IA,Iowa,51454,City,41.88971,-95.23222,712,777,394,44000,2675615,0,America/Chicago
6552,Manly,Worth County,IA,Iowa,50456,City,43.28718,-93.20215,641,1325,530,45000,3796802,0,America/Chicago
6553,Manning,Carroll County,IA,Iowa,51455,City,41.90915,-95.06499,712,1485,661,43125,6439497,17812,America/Chicago
6554,Manson,Calhoun County,IA,Iowa,50563,City,42.52914,-94.53414,712,1627,814,35261,8224582,0,America/Chicago
6555,Mapleton,Monona County,IA,Iowa,51034,City,42.16582,-95.79306,712,1217,634,41364,4152315,0,America/Chicago
6556,Maquoketa,Clinton County/Jackson County,IA,Iowa,52060,City,42.06053,-90.66386,563,6012,2667,34534,11223961,90929,America/Chicago
6557,Marathon,Buena Vista County,IA,Iowa,50565,City,42.86164,-94.98249,712,241,99,33750,1940810,0,America/Chicago
6558,Marble Rock,Floyd County,IA,Iowa,50653,City,42.96525,-92.86853,641,303,161,36250,2148515,97055,America/Chicago
6559,Marcus,Cherokee County,IA,Iowa,51035,City,42.82582,-95.80751,712,1096,501,57898,3981586,0,America/Chicago
6560,Marengo,Iowa County,IA,Iowa,52301,City,41.79806,-92.07074,319,2513,994,45160,5384451,157498,America/Chicago
6561,Marion,Linn County,IA,Iowa,52302,City,42.03417,-91.59768,319,36774,14218,62372,41570298,34529,America/Chicago
6562,Marne,Cass County,IA,Iowa,51552,City,41.45138,-95.11138,712,116,44,56154,1488688,0,America/Chicago
6563,Marquette,Clayton County,IA,Iowa,52158,City,43.04443,-91.17819,563,453,232,27308,4497792,174963,America/Chicago
6564,Marshalltown,Marshall County,IA,Iowa,50158,City,42.04943,-92.90798,641,27727,10014,47860,49937222,68292,America/Chicago
6565,Martelle,Jones County,IA,Iowa,52305,City,42.02167,-91.35989,319,254,121,44583,868800,0,America/Chicago
6566,Martensdale,Warren County,IA,Iowa,50160,City,41.37305,-93.73578,641,464,206,55000,973341,0,America/Chicago
6567,Martinsburg,Keokuk County,IA,Iowa,52563,City,41.1789,-92.25185,641,110,58,60417,971524,0,America/Chicago
6568,Marysville,Marion County,IA,Iowa,50116,City,41.18056,-92.94909,641,66,10,31250,949271,0,America/Chicago
6569,Mason City,Cerro Gordo County,IA,Iowa,"50401, 50402",City,43.15357,-93.20104,641,27458,12969,41332,71974380,787135,America/Chicago
6570,Masonville,Delaware County,IA,Iowa,50654,City,42.47943,-91.59127,563,124,59,19688,859152,0,America/Chicago
6571,Massena,Cass County,IA,Iowa,50853,City,41.25415,-94.76831,712,345,160,41250,1794761,0,America/Chicago
6572,Matlock,Sioux County,IA,Iowa,51244,City,43.24387,-95.9353,712,88,37,68125,958469,0,America/Chicago
6573,Maurice,Sioux County,IA,Iowa,51036,City,42.96638,-96.18058,712,277,90,59167,1421033,14621,America/Chicago
6574,Maxwell,Story County,IA,Iowa,50161,City,41.89193,-93.39965,515,914,402,61944,2865353,0,America/Chicago
6575,Maynard,Fayette County,IA,Iowa,50655,City,42.77387,-91.88239,563,501,239,52760,2569223,65649,America/Chicago
6576,Maysville,Scott County,IA,Iowa,52773,City,41.64864,-90.71681,563,179,82,69643,707847,0,America/Chicago
6577,McCallsburg,Story County,IA,Iowa,50154,City,42.16637,-93.38576,515,335,154,45417,1203261,0,America/Chicago
6578,McCausland,Scott County,IA,Iowa,52758,City,41.74614,-90.44319,563,314,143,62614,1439766,59214,America/Chicago
6579,McClelland,Pottawattamie County,IA,Iowa,51548,City,41.32944,-95.6839,712,150,59,58750,432643,0,America/Chicago
6580,McGregor,Clayton County,IA,Iowa,52157,City,43.01832,-91.18263,563,838,402,55000,3371197,4978,America/Chicago
6581,McIntire,Mitchell County,IA,Iowa,50455,City,43.4358,-92.59379,641,121,44,26875,2625603,0,America/Chicago
6582,Mechanicsville,Cedar County,IA,Iowa,52306,City,41.90446,-91.25461,319,1117,475,56027,2151035,5076,America/Chicago
6583,Mediapolis,Des Moines County,IA,Iowa,52637,City,41.00809,-91.16404,319,1589,569,47875,3119520,0,America/Chicago
6584,Melbourne,Marshall County,IA,Iowa,50162,City,41.94138,-93.10326,641,826,334,45735,1464787,0,America/Chicago
6585,Melcher-Dallas,Marion County,IA,Iowa,"50062, 50163",City,41.225,-93.24132,641,1276,552,41618,2578457,0,America/Chicago
6586,Melrose,Monroe County,IA,Iowa,52569,City,40.97612,-93.05048,641,112,55,29583,2615809,0,America/Chicago
6587,Melvin,Osceola County,IA,Iowa,51350,City,43.28747,-95.60918,712,208,122,34286,459462,0,America/Chicago
6588,Menlo,Guthrie County,IA,Iowa,50164,City,41.51915,-94.40441,641,346,153,41442,1213512,0,America/Chicago
6589,Meriden,Cherokee County,IA,Iowa,51037,City,42.79471,-95.63445,712,153,101,38750,289159,0,America/Chicago
6590,Merrill,Plymouth County,IA,Iowa,51038,City,42.71971,-96.24864,712,737,343,61406,1467414,0,America/Chicago
6591,Meservey,Cerro Gordo County,IA,Iowa,50457,City,42.91274,-93.47826,641,250,122,30833,3903061,0,America/Chicago
6592,Meyer,Mitchell County,IA,Iowa,50455,CDP,43.45775,-92.69268,641,7,7,38622,1833207,0,America/Chicago
6593,Middle Amana,Iowa County,IA,Iowa,52203,CDP,41.79556,-91.89962,319,652,213,101250,2737131,0,America/Chicago
6594,Middletown,Des Moines County,IA,Iowa,52638,City,40.82837,-91.25904,319,336,100,55500,1577555,0,America/Chicago
6595,Miles,Jackson County,IA,Iowa,52064,City,42.04836,-90.31569,563,443,175,43393,3106273,0,America/Chicago
6596,Milford,Dickinson County,IA,Iowa,51351,City,43.32469,-95.15,712,2985,1375,46744,5904097,28589,America/Chicago
6597,Miller,Hancock County,IA,Iowa,50438,CDP,43.18412,-93.60021,641,0,0,0,5440538,0,America/Chicago
6598,Millersburg,Iowa County,IA,Iowa,52308,City,41.57334,-92.1599,319,159,85,47813,349981,0,America/Chicago
6599,Millerton,Wayne County,IA,Iowa,50165,City,40.84945,-93.30549,641,45,20,100227,536884,0,America/Chicago
6600,Milo,Warren County,IA,Iowa,50166,City,41.29166,-93.44243,641,769,335,56198,1612646,0,America/Chicago
6601,Milton,Van Buren County,IA,Iowa,52570,City,40.67336,-92.16212,641,417,191,36750,6497528,11551,America/Chicago
6602,Minburn,Dallas County,IA,Iowa,50167,City,41.75638,-94.02745,515,388,146,42500,660394,0,America/Chicago
6603,Minden,Pottawattamie County,IA,Iowa,51553,City,41.46694,-95.54278,712,592,236,63125,1082251,13322,America/Chicago
6604,Mineola,Mills County,IA,Iowa,51554,CDP,41.14305,-95.69556,712,189,89,44344,1070671,0,America/Chicago
6605,Mingo,Jasper County,IA,Iowa,50168,City,41.76749,-93.28354,641,301,112,44500,1573814,0,America/Chicago
6606,Missouri Valley,Harrison County,IA,Iowa,51555,City,41.55638,-95.88779,712,2692,1160,44083,8367405,0,America/Chicago
6607,Mitchell,Mitchell County,IA,Iowa,50461,City,43.32191,-92.8677,641,136,78,45625,1409683,0,America/Chicago
6608,Mitchellville,Polk County/Jasper County,IA,Iowa,50169,City,41.66812,-93.36394,515,2217,723,57153,6046094,15019,America/Chicago
6609,Modale,Harrison County,IA,Iowa,51556,City,41.61971,-96.01196,712,269,117,50481,2715091,0,America/Chicago
6610,Mona,Mitchell County,IA,Iowa,50472,CDP,43.48719,-92.9413,641,33,15,38622,3860485,0,America/Chicago
6611,Mondamin,Harrison County,IA,Iowa,51557,City,41.71054,-96.02168,712,378,176,45750,1168557,0,America/Chicago
6612,Monmouth,Jackson County,IA,Iowa,52309,City,42.07696,-90.87986,563,149,46,40000,1456161,0,America/Chicago
6613,Monona,Clayton County,IA,Iowa,52159,City,43.05165,-91.3893,563,1510,741,50799,3021812,0,America/Chicago
6614,Monroe,Jasper County,IA,Iowa,50170,City,41.52221,-93.10187,641,1831,727,49479,4386928,0,America/Chicago
6615,Montezuma,Poweshiek County,IA,Iowa,50171,City,41.58583,-92.52741,641,1444,653,49653,6427001,31040,America/Chicago
6616,Monticello,Jones County,IA,Iowa,52310,City,42.23834,-91.18709,319,3809,1682,44269,16357060,109206,America/Chicago
6617,Montour,Tama County,IA,Iowa,50173,City,41.98138,-92.71492,641,248,129,54583,1182517,0,America/Chicago
6618,Montrose,Lee County,IA,Iowa,52639,City,40.53226,-91.41488,319,880,351,38250,2900418,41929,America/Chicago
6619,Moorhead,Monona County,IA,Iowa,51558,City,41.92249,-95.8514,712,219,116,31250,837209,0,America/Chicago
6620,Moorland,Webster County,IA,Iowa,50566,City,42.44164,-94.29497,515,163,82,35000,3833242,0,America/Chicago
6621,Moravia,Appanoose County/Monroe County,IA,Iowa,52571,City,40.89172,-92.81998,641,651,372,35375,2897890,630,America/Chicago
6622,Morley,Jones County,IA,Iowa,52312,City,42.00612,-91.24627,319,115,48,35625,242871,0,America/Chicago
6623,Morning Sun,Louisa County,IA,Iowa,52640,City,41.09614,-91.25765,319,821,355,55156,2016233,0,America/Chicago
6624,Morrison,Grundy County,IA,Iowa,50669,City,42.34415,-92.67381,319,93,35,49375,247027,0,America/Chicago
6625,Moulton,Appanoose County,IA,Iowa,52572,City,40.68585,-92.67741,641,592,269,31750,2613262,0,America/Chicago
6626,Mount Auburn,Benton County,IA,Iowa,52313,City,42.25499,-92.09268,319,148,56,40000,726043,0,America/Chicago
6627,Mount Ayr,Ringgold County,IA,Iowa,50854,City,40.71471,-94.23523,641,1680,694,45370,6878943,53165,America/Chicago
6628,Mount Pleasant,Henry County,IA,Iowa,52641,City,40.96364,-91.55794,319,8647,3155,41217,22031144,39135,America/Chicago
6629,Mount Sterling,Van Buren County,IA,Iowa,52573,CDP,40.61781,-91.93212,319,26,13,36875,8529347,5067,America/Chicago
6630,Mount Union,Henry County,IA,Iowa,52644,City,41.05781,-91.39043,319,108,45,43750,290004,0,America/Chicago
6631,Mount Vernon,Linn County,IA,Iowa,52314,City,41.92195,-91.41684,319,4522,1304,65375,9045787,16175,America/Chicago
6632,Moville,Woodbury County,IA,Iowa,51039,City,42.48888,-96.07252,712,1626,589,54479,2312125,0,America/Chicago
6633,Murray,Clarke County,IA,Iowa,50174,City,41.04166,-93.94939,641,734,261,44844,2056896,0,America/Chicago
6634,Muscatine,Muscatine County,IA,Iowa,52761,City,41.42447,-91.04321,563,23888,9214,44609,47043010,2734135,America/Chicago
6635,Mystic,Appanoose County,IA,Iowa,52574,City,40.77751,-92.94381,641,415,162,31786,7558496,0,America/Chicago
6636,Nashua,Chickasaw County/Floyd County,IA,Iowa,50658,City,42.95039,-92.54254,641,1636,770,37283,7456465,671683,America/Chicago
6637,Nemaha,Sac County,IA,Iowa,50567,City,42.51581,-95.08832,712,83,29,55750,190439,0,America/Chicago
6638,Neola,Pottawattamie County,IA,Iowa,51559,City,41.44888,-95.61556,712,856,347,53958,1224481,9012,America/Chicago
6639,Nevada,Story County,IA,Iowa,50201,City,42.02277,-93.45243,515,6779,2817,54865,14667751,48040,America/Chicago
6640,New Albin,Allamakee County,IA,Iowa,52160,City,43.49664,-91.28958,563,504,227,43229,628819,0,America/Chicago
6641,Newell,Buena Vista County,IA,Iowa,50568,City,42.60553,-95.00277,712,877,441,44665,3270701,0,America/Chicago
6642,Newhall,Benton County,IA,Iowa,52315,City,41.99556,-91.96768,319,853,341,57361,818388,0,America/Chicago
6643,New Hampton,Chickasaw County,IA,Iowa,50659,City,43.05914,-92.31768,641,3546,1540,40169,8189391,0,America/Chicago
6644,New Hartford,Butler County,IA,Iowa,50660,City,42.56693,-92.62214,319,511,263,42708,1291467,0,America/Chicago
6645,New Haven,Mitchell County,IA,Iowa,50461,CDP,43.28442,-92.64213,641,40,30,36250,4989194,0,America/Chicago
6646,New Liberty,Scott County,IA,Iowa,52765,City,41.7178,-90.87904,563,142,37,64375,233728,0,America/Chicago
6647,New London,Henry County,IA,Iowa,52645,City,40.92698,-91.3996,319,1893,751,41250,2606812,0,America/Chicago
6648,New Market,Taylor County,IA,Iowa,51646,City,40.7311,-94.8997,712,405,216,33636,1137520,1856,America/Chicago
6649,New Providence,Hardin County,IA,Iowa,50206,City,42.2811,-93.17159,641,227,96,46071,2608428,0,America/Chicago
6650,New Sharon,Mahaska County,IA,Iowa,50207,City,41.47,-92.6513,641,1301,556,54048,2426057,0,America/Chicago
6651,Newton,Jasper County,IA,Iowa,50208,City,41.69971,-93.04798,641,15150,6646,44115,28972980,0,America/Chicago
6652,New Vienna,Dubuque County,IA,Iowa,52065,City,42.54805,-91.1143,563,426,193,47321,1207105,0,America/Chicago
6653,New Virginia,Warren County,IA,Iowa,50210,City,41.18222,-93.72883,641,484,185,53594,1196688,0,America/Chicago
6654,Nichols,Muscatine County,IA,Iowa,52766,City,41.48114,-91.30766,319,372,167,49375,600795,0,America/Chicago
6655,Nodaway,Adams County,IA,Iowa,50857,City,40.93721,-94.89498,712,110,55,25625,1386235,0,America/Chicago
6656,Nora Springs,Floyd County/Cerro Gordo County,IA,Iowa,50458,City,43.14408,-93.00893,641,1402,672,46591,5660055,69206,America/Chicago
6657,Northboro,Page County,IA,Iowa,51647,City,40.60777,-95.29165,712,57,16,21250,661699,0,America/Chicago
6658,North Buena Vista,Clayton County,IA,Iowa,52066,City,42.67972,-90.95652,563,115,72,35625,2601505,92469,America/Chicago
6659,North English,Keokuk County/Iowa County,IA,Iowa,52316,City,41.5164,-92.07763,319,1026,431,48250,1433069,0,America/Chicago
6660,North Liberty,Johnson County,IA,Iowa,52317,City,41.74918,-91.59795,319,15386,5931,70446,22785087,0,America/Chicago
6661,North Washington,Chickasaw County,IA,Iowa,50659,City,43.11803,-92.41685,641,116,59,46875,514555,0,America/Chicago
6662,Northwood,Worth County,IA,Iowa,50459,City,43.44412,-93.22104,641,2003,978,43889,9745770,0,America/Chicago
